id,title,category,start_local,end_local,predicted_end_local,phq_attendance,rank,local_rank,state,start,end,predicted_end,description,predicted_event_spend_total,predicted_event_spend_accommodation,predicted_event_spend_hospitality,predicted_event_spend_transportation,venue_id,venue_name,locality,region,postcode,country,venue_formatted_address,lat,lon,labels,phq_labels,timezone,duration,geo,placekey,impact_patterns,duplicate_of_id,parent_event_id,cancelled,postponed,deleted_reason,scope,place_hierarchies,relevance,private,brand_safe,first_seen,updated
aUKeLytz3bEdtUErkj,Jeff Dunham at Fox Theatre,performing-arts,2025-02-08 17:00:00,2025-02-08 17:00:00,2025-02-08 18:50:00,2961,59,73,active,2025-02-08T22:00:00Z,2025-02-08T22:00:00Z,2025-02-08T23:50:00Z,Sourced from predicthq.com,82366,11294,37219,33853,36HSeQBygcRgVYy4G2XwKTN,The Fox Theatre,Atlanta,Georgia,30308,US,"660 Peachtree Rd NW, Atlanta, GA 30308, USA",33.7725845,-84.3856028,"comedy,entertainment,performing-arts","comedy-club,movie",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3856028, 33.7725845], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""660 Peachtree Rd NW, Atlanta, GA 30308, USA"", ""postcode"": ""30308"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",223-22d@8g7-479-rc5,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 445, ""position"": ""leading""}, {""date_local"": ""2025-02-08"", ""value"": 2961, ""position"": ""event_day""}, {""date_local"": ""2025-02-09"", ""value"": 297, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 830, ""position"": ""leading""}, {""date_local"": ""2025-02-08"", ""value"": 2961, ""position"": ""event_day""}, {""date_local"": ""2025-02-09"", ""value"": 30, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-08"", ""value"": 2961, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4222390,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-14T15:47:11Z,2025-01-30T21:24:04Z
3NmnX4758ZPPMa8Xb6,Zoso - The Ultimate Led Zeppelin Experience,concerts,2025-02-22 19:00:00,2025-02-22 19:00:00,2025-02-22 23:10:00,1047,50,66,active,2025-02-23T00:00:00Z,2025-02-23T00:00:00Z,2025-02-23T04:10:00Z,Sourced from predicthq.com,32119,6988,13160,11970,39yXb48Vegb6D6KzuFZMFxB,Tabernacle,Atlanta,Georgia,30303,US,"152 Luckie St NW, Atlanta, GA 30303, USA",33.7587418,-84.3913931,"concert,music","rock,pop",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3913931, 33.7587418], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""152 Luckie St NW, Atlanta, GA 30303, USA"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",zzw-222@8g7-46m-kfz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 1047, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-21"", ""value"": 158, ""position"": ""leading""}, {""date_local"": ""2025-02-22"", ""value"": 1047, ""position"": ""event_day""}, {""date_local"": ""2025-02-23"", ""value"": 32, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-22"", ""value"": 1047, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-15T01:24:36Z,2025-01-30T18:22:36Z
3ZAqCZcdTnXNLzqTrA,Last Dinosaurs,concerts,2025-03-25 20:00:00,2025-03-25 20:00:00,2025-03-26 00:10:00,1062,51,69,active,2025-03-26T00:00:00Z,2025-03-26T00:00:00Z,2025-03-26T04:10:00Z,Sourced from predicthq.com,32579,7088,13349,12141,3nUKu4QuyiEPCtbs2CnAL5,The Masquerade - Hell,Atlanta,Georgia,30303,US,"92 Pryor Street SW
Atlanta, GA 30303
United States of America",33.7522,-84.3901,"concert,music","rock,pop",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3901, 33.7522], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""92 Pryor Street SW\nAtlanta, GA 30303\nUnited States of America"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",1m4kpdrxi7@8g7-46m-ks5,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-24"", ""value"": 213, ""position"": ""leading""}, {""date_local"": ""2025-03-25"", ""value"": 1062, ""position"": ""event_day""}, {""date_local"": ""2025-03-26"", ""value"": 107, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-24"", ""value"": 160, ""position"": ""leading""}, {""date_local"": ""2025-03-25"", ""value"": 1062, ""position"": ""event_day""}, {""date_local"": ""2025-03-26"", ""value"": 32, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-25"", ""value"": 1062, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-15T02:09:06Z,2025-01-31T08:52:45Z
Fk7vF2f3LP2a9JA3k4,Sam Morril at The Tabernacle,performing-arts,2025-02-20 19:00:00,2025-02-20 19:00:00,2025-02-20 20:50:00,1613,54,70,active,2025-02-21T00:00:00Z,2025-02-21T00:00:00Z,2025-02-21T01:50:00Z,Sourced from predicthq.com,44869,6152,20275,18441,39yXb48Vegb6D6KzuFZMFxB,Tabernacle,Atlanta,Georgia,30303,US,"152 Luckie St NW, Atlanta, GA 30303, USA",33.7587418,-84.3913931,"comedy,entertainment,performing-arts",comedy-club,America/New_York,0,"{""geometry"": {""coordinates"": [-84.3913931, 33.7587418], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""152 Luckie St NW, Atlanta, GA 30303, USA"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",zzw-222@8g7-46m-kfz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-19"", ""value"": 242, ""position"": ""leading""}, {""date_local"": ""2025-02-20"", ""value"": 1613, ""position"": ""event_day""}, {""date_local"": ""2025-02-21"", ""value"": 162, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-19"", ""value"": 452, ""position"": ""leading""}, {""date_local"": ""2025-02-20"", ""value"": 1613, ""position"": ""event_day""}, {""date_local"": ""2025-02-21"", ""value"": 17, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-20"", ""value"": 1613, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:36:24Z,2024-12-24T11:54:50Z
3NjAT4U3p9wUUUiWfJ,Drew & Ellie Holcomb,concerts,2025-02-14 20:30:00,2025-02-14 20:30:00,2025-02-15 00:40:00,1330,52,71,active,2025-02-15T01:30:00Z,2025-02-15T01:30:00Z,2025-02-15T05:40:00Z,Sourced from predicthq.com,40801,8877,16718,15205,EFDtC9runKhYraykeDPcwc,Atlanta Symphony Hall,Atlanta,Georgia,30309,US,"1280 Peachtree Rd NE, Atlanta, GA 30309, USA",33.7895601,-84.38488459999996,"concert,music","rock,country,pop,jazz-and-classical",America/New_York,0,"{""geometry"": {""coordinates"": [-84.38488459999996, 33.7895601], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""1280 Peachtree Rd NE, Atlanta, GA 30309, USA"", ""postcode"": ""30309"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",1juvcm5cj6@8g7-474-syv,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-13"", ""value"": 266, ""position"": ""leading""}, {""date_local"": ""2025-02-14"", ""value"": 1330, ""position"": ""event_day""}, {""date_local"": ""2025-02-15"", ""value"": 133, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-13"", ""value"": 200, ""position"": ""leading""}, {""date_local"": ""2025-02-14"", ""value"": 1330, ""position"": ""event_day""}, {""date_local"": ""2025-02-15"", ""value"": 40, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-14"", ""value"": 1330, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4184603,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:36:25Z,2025-01-31T06:28:07Z
SDT99HQjnLgv2XcFNE,Imminence,concerts,2025-03-29 18:30:00,2025-03-29 18:30:00,2025-03-29 22:40:00,805,48,67,active,2025-03-29T22:30:00Z,2025-03-29T22:30:00Z,2025-03-30T02:40:00Z,Sourced from predicthq.com,24695,5373,10118,9203,MZit5hC5ffVcEYZWSfsZZP,The Masquerade - Heaven,Atlanta,Georgia,30303,US,"50 Lower Alabama Street 22
Atlanta, GA 30303
United States of America",33.7517791,-84.3896373,"concert,music",rock,America/New_York,0,"{""geometry"": {""coordinates"": [-84.3896373, 33.7517791], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""50 Lower Alabama Street 22\nAtlanta, GA 30303\nUnited States of America"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",22g-222@8g7-46m-btv,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-29"", ""value"": 805, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-28"", ""value"": 121, ""position"": ""leading""}, {""date_local"": ""2025-03-29"", ""value"": 805, ""position"": ""event_day""}, {""date_local"": ""2025-03-30"", ""value"": 25, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-29"", ""value"": 805, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:40:36Z,2025-01-31T06:18:42Z
3nsDEPu24i58NCrqLo,Toro Y Moi and Panda Bear,concerts,2025-02-21 20:00:00,2025-02-21 20:00:00,2025-02-22 02:40:00,1494,53,70,active,2025-02-22T01:00:00Z,2025-02-22T01:00:00Z,2025-02-22T07:40:00Z,Sourced from predicthq.com,45832,9972,18779,17080,39yXb48Vegb6D6KzuFZMFxB,Tabernacle,Atlanta,Georgia,30303,US,"152 Luckie St NW, Atlanta, GA 30303, USA",33.7587418,-84.3913931,"concert,music","electronic,pop,rock",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3913931, 33.7587418], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""152 Luckie St NW, Atlanta, GA 30303, USA"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",zzw-222@8g7-46m-kfz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-20"", ""value"": 299, ""position"": ""leading""}, {""date_local"": ""2025-02-21"", ""value"": 1494, ""position"": ""event_day""}, {""date_local"": ""2025-02-22"", ""value"": 150, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-20"", ""value"": 225, ""position"": ""leading""}, {""date_local"": ""2025-02-21"", ""value"": 1494, ""position"": ""event_day""}, {""date_local"": ""2025-02-22"", ""value"": 45, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-21"", ""value"": 1494, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:42:14Z,2025-01-31T06:20:11Z
8JcCeyRDyEeFdXwUG5,Jerry Cantrell,concerts,2025-02-15 20:00:00,2025-02-15 20:00:00,2025-02-16 00:10:00,1042,50,72,active,2025-02-16T01:00:00Z,2025-02-16T01:00:00Z,2025-02-16T05:10:00Z,Sourced from predicthq.com,31966,6955,13097,11913,LigQWmKbqWHEVUbRDq7jXj,Buckhead Theatre,Atlanta,Georgia,30305,US,"3110 Roswell Rd NE, Atlanta, GA 30305, USA",33.8402904,-84.3796218,"concert,music",rock,America/New_York,0,"{""geometry"": {""coordinates"": [-84.3796218, 33.8402904], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""3110 Roswell Rd NE, Atlanta, GA 30305, USA"", ""postcode"": ""30305"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",1ulghpnpjd@8g6-ykz-99f,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-15"", ""value"": 1042, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-14"", ""value"": 157, ""position"": ""leading""}, {""date_local"": ""2025-02-15"", ""value"": 1042, ""position"": ""event_day""}, {""date_local"": ""2025-02-16"", ""value"": 32, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-15"", ""value"": 1042, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4185042,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:42:39Z,2025-01-31T06:23:00Z
HESxqSEaUcauXduict,The Ocean Blue,concerts,2025-04-12 19:30:00,2025-04-12 19:30:00,2025-04-12 23:40:00,488,44,63,active,2025-04-12T23:30:00Z,2025-04-12T23:30:00Z,2025-04-13T03:40:00Z,Sourced from predicthq.com,14970,3257,6134,5579,3nUKu4QuyiEPCtbs2CnAL5,The Masquerade - Hell,Atlanta,Georgia,30303,US,"92 Pryor Street SW
Atlanta, GA 30303
United States of America",33.7522,-84.3901,"concert,music","pop,rock",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3901, 33.7522], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""92 Pryor Street SW\nAtlanta, GA 30303\nUnited States of America"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",1m4kpdrxi7@8g7-46m-ks5,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-12"", ""value"": 488, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-11"", ""value"": 74, ""position"": ""leading""}, {""date_local"": ""2025-04-12"", ""value"": 488, ""position"": ""event_day""}, {""date_local"": ""2025-04-13"", ""value"": 15, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-12"", ""value"": 488, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:44:19Z,2025-01-31T06:58:45Z
4tw25Emm8skAYz5MPz,Alison Moyet,concerts,2025-04-26 20:00:00,2025-04-26 20:00:00,2025-04-27 00:10:00,1092,51,68,active,2025-04-27T00:00:00Z,2025-04-27T00:00:00Z,2025-04-27T04:10:00Z,Sourced from predicthq.com,33500,7289,13726,12484,64464UFysmVbhKKaihva24,Center Stage Theater,Atlanta,Georgia,30309,US,"1374 W Peachtree St NW, Atlanta, GA 30309, USA",33.7921622,-84.3882896,"concert,music","rock,pop,electronic,hip-hop-and-rnb-and-soul",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3882896, 33.7921622], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""1374 W Peachtree St NW, Atlanta, GA 30309, USA"", ""postcode"": ""30309"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",223-222@8g7-474-sqz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-25"", ""value"": 219, ""position"": ""leading""}, {""date_local"": ""2025-04-26"", ""value"": 1092, ""position"": ""event_day""}, {""date_local"": ""2025-04-27"", ""value"": 110, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-25"", ""value"": 164, ""position"": ""leading""}, {""date_local"": ""2025-04-26"", ""value"": 1092, ""position"": ""event_day""}, {""date_local"": ""2025-04-27"", ""value"": 33, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-04-26"", ""value"": 1092, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4184603,6295630>6255149>6252001>4197000>4191014>4180439,6295630>6255149>6252001>4197000>4196508>4180439",,False,True,2024-10-16T00:46:52Z,2025-01-31T06:16:42Z
78tSB9ittauFtu9N6L,Ari Shaffir at The Tabernacle,performing-arts,2025-03-15 19:00:00,2025-03-15 19:00:00,2025-03-15 20:50:00,1606,54,70,active,2025-03-15T23:00:00Z,2025-03-15T23:00:00Z,2025-03-16T00:50:00Z,Sourced from predicthq.com,44674,6125,20187,18361,39yXb48Vegb6D6KzuFZMFxB,Tabernacle,Atlanta,Georgia,30303,US,"152 Luckie St NW, Atlanta, GA 30303, USA",33.7587418,-84.3913931,"comedy,entertainment,performing-arts",comedy-club,America/New_York,0,"{""geometry"": {""coordinates"": [-84.3913931, 33.7587418], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""152 Luckie St NW, Atlanta, GA 30303, USA"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",zzw-222@8g7-46m-kfz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-14"", ""value"": 241, ""position"": ""leading""}, {""date_local"": ""2025-03-15"", ""value"": 1606, ""position"": ""event_day""}, {""date_local"": ""2025-03-16"", ""value"": 161, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-14"", ""value"": 450, ""position"": ""leading""}, {""date_local"": ""2025-03-15"", ""value"": 1606, ""position"": ""event_day""}, {""date_local"": ""2025-03-16"", ""value"": 17, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-15"", ""value"": 1606, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:48:35Z,2025-01-26T01:27:07Z
G5SdcakwauWnhYgkPz,glaive,concerts,2025-02-08 19:00:00,2025-02-08 19:00:00,2025-02-08 23:10:00,870,49,67,active,2025-02-09T00:00:00Z,2025-02-09T00:00:00Z,2025-02-09T04:10:00Z,Sourced from predicthq.com,26689,5807,10935,9946,3nUKu4QuyiEPCtbs2CnAL5,The Masquerade - Hell,Atlanta,Georgia,30303,US,"92 Pryor Street SW
Atlanta, GA 30303
United States of America",33.7522,-84.3901,"concert,music","pop,rock,electronic,hip-hop-and-rnb-and-soul",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3901, 33.7522], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""92 Pryor Street SW\nAtlanta, GA 30303\nUnited States of America"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",1m4kpdrxi7@8g7-46m-ks5,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-08"", ""value"": 870, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-07"", ""value"": 131, ""position"": ""leading""}, {""date_local"": ""2025-02-08"", ""value"": 870, ""position"": ""event_day""}, {""date_local"": ""2025-02-09"", ""value"": 27, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-02-08"", ""value"": 870, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T00:50:08Z,2025-01-31T08:29:14Z
7vmrvuqiqsbNLuizRS,Intervals with Vola,concerts,2025-03-27 20:00:00,2025-03-27 20:00:00,2025-03-28 00:10:00,625,46,65,active,2025-03-28T00:00:00Z,2025-03-28T00:00:00Z,2025-03-28T04:10:00Z,Sourced from predicthq.com,19173,4171,7856,7145,MZit5hC5ffVcEYZWSfsZZP,The Masquerade - Heaven,Atlanta,Georgia,30303,US,"50 Lower Alabama Street 22
Atlanta, GA 30303
United States of America",33.7517791,-84.3896373,"concert,music","rock,pop",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3896373, 33.7517791], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""50 Lower Alabama Street 22\nAtlanta, GA 30303\nUnited States of America"", ""postcode"": ""30303"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",22g-222@8g7-46m-btv,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-27"", ""value"": 625, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-26"", ""value"": 94, ""position"": ""leading""}, {""date_local"": ""2025-03-27"", ""value"": 625, ""position"": ""event_day""}, {""date_local"": ""2025-03-28"", ""value"": 19, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-27"", ""value"": 625, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4195207,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-16T01:14:14Z,2025-01-31T09:15:05Z
9ZgEvJ6wDE2EqCFbgD,Ben Bohmer,concerts,2025-03-19 20:00:09,2025-03-19 20:00:09,2025-03-20 02:40:09,1731,55,77,active,2025-03-20T00:00:09Z,2025-03-20T00:00:09Z,2025-03-20T06:40:09Z,Sourced from predicthq.com,53103,11554,21758,19790,SXXULwMiiVcsCU2EcX6tGr,The Eastern Atlanta,Atlanta,Georgia,30316,US,"777 Memorial Dr SE, Atlanta, GA 30316, USA",33.74527370000001,-84.360908,"concert,music",electronic,America/New_York,0,"{""geometry"": {""coordinates"": [-84.360908, 33.74527370000001], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""777 Memorial Dr SE, Atlanta, GA 30316, USA"", ""postcode"": ""30316"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",155mhfqa2r@8g7-46r-j9z,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-18"", ""value"": 347, ""position"": ""leading""}, {""date_local"": ""2025-03-19"", ""value"": 1731, ""position"": ""event_day""}, {""date_local"": ""2025-03-20"", ""value"": 174, ""position"": ""lagging""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-18"", ""value"": 260, ""position"": ""leading""}, {""date_local"": ""2025-03-19"", ""value"": 1731, ""position"": ""event_day""}, {""date_local"": ""2025-03-20"", ""value"": 52, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-03-19"", ""value"": 1731, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4185584,6295630>6255149>6252001>4197000>4196508>4180439,6295630>6255149>6252001>4197000>4191014>4180439",,False,True,2024-10-17T00:53:32Z,2025-01-30T18:27:44Z
7VNkX3ickHKjWdcuFg,James McMurtry,concerts,2025-01-29 20:00:00,2025-01-29 20:00:00,2025-01-29 23:10:00,367,41,64,active,2025-01-30T01:00:00Z,2025-01-30T01:00:00Z,2025-01-30T04:10:00Z,Sourced from predicthq.com,11258,2449,4613,4195,WYENyG5WspSFT4LPka5bKC,Variety Playhouse,Atlanta,Georgia,30307,US,"1099 Euclid Ave NE, Atlanta, GA 30307, USA",33.7636046,-84.3509632,"concert,music","country,jazz-and-classical,rock",America/New_York,0,"{""geometry"": {""coordinates"": [-84.3509632, 33.7636046], ""type"": ""Point""}, ""address"": {""country_code"": ""US"", ""formatted_address"": ""1099 Euclid Ave NE, Atlanta, GA 30307, USA"", ""postcode"": ""30307"", ""locality"": ""Atlanta"", ""region"": ""Georgia""}}",223-223@8g7-483-kfz,"[{""vertical"": ""accommodation"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-29"", ""value"": 367, ""position"": ""event_day""}]}, {""vertical"": ""hospitality"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-28"", ""value"": 56, ""position"": ""leading""}, {""date_local"": ""2025-01-29"", ""value"": 367, ""position"": ""event_day""}, {""date_local"": ""2025-01-30"", ""value"": 12, ""position"": ""lagging""}]}, {""vertical"": ""retail"", ""impact_type"": ""phq_attendance"", ""impacts"": [{""date_local"": ""2025-01-29"", ""value"": 367, ""position"": ""event_day""}]}]",,,,,,locality,"6295630>6255149>6252001>4197000>4196508>4202074,6295630>6255149>6252001>4197000>4191014>4180439,6295630>6255149>6252001>4197000>4196508>4180439",,False,True,2024-10-17T00:57:25Z,2025-01-30T03:13:21Z
